owner; tokens
0x242a98edb8223a94c6dbf0138354ce8e859d85d4;"[{"tokenId":"330","lastBlockNum":14175988},{"tokenId":"331","lastBlockNum":14175988},{"tokenId":"558","lastBlockNum":14176033},{"tokenId":"1093","lastBlockNum":14176121},{"tokenId":"1121","lastBlockNum":14176129},{"tokenId":"1416","lastBlockNum":14176166},{"tokenId":"1438","lastBlockNum":14176176},{"tokenId":"1537","lastBlockNum":14176194},{"tokenId":"1671","lastBlockNum":14176240},{"tokenId":"1859","lastBlockNum":14176650}]"
0x92584664e657b69b5f51f809d15e51896f3ccbc4;"[{"tokenId":"332","lastBlockNum":14175988},{"tokenId":"333","lastBlockNum":14175988}]"
0x5d4ab03ea05167e1f2b424c830812e285a4cc2a0;"[{"tokenId":"337","lastBlockNum":14176985},{"tokenId":"661","lastBlockNum":14176985},{"tokenId":"4671","lastBlockNum":14185252}]"
0xe96c4bd11a12eaeea2925c726c348f39e6cb75df;"[{"tokenId":"339","lastBlockNum":14175988}]"
0xf3477ebf910e15c84cfb1a2789ac9cf11b22997a;"[{"tokenId":"343","lastBlockNum":14182075},{"tokenId":"5347","lastBlockNum":14185163}]"
0xec09910f1c37004cb3b7df6517ea2850a4f99add;"[{"tokenId":"347","lastBlockNum":14182077}]"
0xc03b89d763fdf076f95eb10b1e6789036ed68cd5;"[{"tokenId":"351","lastBlockNum":14176775}]"
0xee306e0d4dc033f72cb64b6a6f360f96724c927d;"[{"tokenId":"352","lastBlockNum":14175988},{"tokenId":"5254","lastBlockNum":14197116}]"
0x93186f4f7bcd72e804fed455f29dec21db95d445;"[{"tokenId":"354","lastBlockNum":14175988}]"
0x955667cbd07d61c34763075385d425007a240270;"[{"tokenId":"356","lastBlockNum":14175989}]"
0x3980d2ff1323f22f38bf18894294d46f7ab1aa6d;"[{"tokenId":"360","lastBlockNum":14181858}]"
0xdc2743cf9afd3b7f3c0a49594099749271925767;"[{"tokenId":"362","lastBlockNum":14175989}]"
0x5e483aee66163f38974b775e4997e7dd7a90e080;"[{"tokenId":"363","lastBlockNum":14177541}]"
0x8a65214dd634bb171fad516120bac3d5929bd147;"[{"tokenId":"369","lastBlockNum":14176771},{"tokenId":"5275","lastBlockNum":14185652}]"
0x0e5c26c737c708ea3b1c2ab7dedd2e2d52ecc5e5;"[{"tokenId":"370","lastBlockNum":14175989},{"tokenId":"371","lastBlockNum":14175989}]"
0xac0cc4d76827cc8da164312bc7adf00e4a9ed42f;"[{"tokenId":"377","lastBlockNum":14175990}]"
0x6516532e837838401a2c14bf893084f851195060;"[{"tokenId":"378","lastBlockNum":14175990},{"tokenId":"379","lastBlockNum":14175990}]"
0x1a208fda7c944affebc5724bc70694305e5b82e5;"[{"tokenId":"380","lastBlockNum":14176662},{"tokenId":"484","lastBlockNum":14176836},{"tokenId":"804","lastBlockNum":14176836},{"tokenId":"1617","lastBlockNum":14176836},{"tokenId":"1659","lastBlockNum":14176836},{"tokenId":"2145","lastBlockNum":14176590},{"tokenId":"2240","lastBlockNum":14176579},{"tokenId":"2462","lastBlockNum":14176644}]"
0x1ac76ec4c02c5488e8dcb892272e9e284d5fe295;"[{"tokenId":"383","lastBlockNum":14175991},{"tokenId":"1444","lastBlockNum":14176176},{"tokenId":"1445","lastBlockNum":14176166},{"tokenId":"5035","lastBlockNum":14185438}]"
0x44438becc9b84788c5dc31d4de172be7f3b4977e;"[{"tokenId":"386","lastBlockNum":14180502},{"tokenId":"992","lastBlockNum":14180502},{"tokenId":"2187","lastBlockNum":14180502},{"tokenId":"3144","lastBlockNum":14180502},{"tokenId":"3285","lastBlockNum":14178125},{"tokenId":"3286","lastBlockNum":14178125},{"tokenId":"3316","lastBlockNum":14180502},{"tokenId":"3377","lastBlockNum":14180502},{"tokenId":"3424","lastBlockNum":14180502}]"
0xb5b731f340554b672f686ca8459d55ced5e5bda4;"[{"tokenId":"391","lastBlockNum":14198878},{"tokenId":"396","lastBlockNum":14198878},{"tokenId":"3502","lastBlockNum":14198878}]"
0xe88681f3631e923676593bf3470c7d6ced53cebf;"[{"tokenId":"398","lastBlockNum":14175991},{"tokenId":"399","lastBlockNum":14175991}]"
0x7be9242fcce7024060ec6ff5924e4930904006bf;"[{"tokenId":"400","lastBlockNum":14175991},{"tokenId":"401","lastBlockNum":14175991}]"
0xd56a6877ad27e1555ce19f606aad2ec09c5aac8b;"[{"tokenId":"404","lastBlockNum":14175992},{"tokenId":"405","lastBlockNum":14175992}]"
0xd9799bb68ded4a870ebe7469ec6ad0acd486deb6;"[{"tokenId":"416","lastBlockNum":14175993},{"tokenId":"417","lastBlockNum":14175993}]"
0xd01257b62e785d8c4fb0aa4e926c54db4f267800;"[{"tokenId":"419","lastBlockNum":14185147}]"
0x1da486602aeaf19d56c9815831decc6e01bae039;"[{"tokenId":"422","lastBlockNum":14175994},{"tokenId":"423","lastBlockNum":14175994}]"
0xd11f8de1b9bc2c9a18405577213c06b3149668ed;"[{"tokenId":"425","lastBlockNum":14182656},{"tokenId":"4504","lastBlockNum":14185124},{"tokenId":"4728","lastBlockNum":14185158},{"tokenId":"5141","lastBlockNum":14185136}]"
0x324114650c9aeb1c85daa51cbd31d25dd3d586bd;"[{"tokenId":"430","lastBlockNum":14175994},{"tokenId":"431","lastBlockNum":14175994}]"
0xf010306661d162b257f93dc8902a7c79db8a3280;"[{"tokenId":"435","lastBlockNum":14176084},{"tokenId":"475","lastBlockNum":14176146}]"
0x6eb3f5a3776d9a2b1cecdc46a0fdf0c36997eb39;"[{"tokenId":"446","lastBlockNum":14175997}]"
0x2a1bc29b9e98660aa8e9c306e9dfa861484bd810;"[{"tokenId":"448","lastBlockNum":14176757},{"tokenId":"1164","lastBlockNum":14176569},{"tokenId":"2604","lastBlockNum":14176768},{"tokenId":"4118","lastBlockNum":14197441},{"tokenId":"4490","lastBlockNum":14191341},{"tokenId":"5105","lastBlockNum":14185479}]"
0xfb045d03f9a3c2655d2d1148fdcd34f209b8d416;"[{"tokenId":"450","lastBlockNum":14175998},{"tokenId":"451","lastBlockNum":14175998},{"tokenId":"4999","lastBlockNum":14185141}]"
0xbd51b51625ae7f760e5d84ae0e2eef70c8d10acf;"[{"tokenId":"452","lastBlockNum":14175998},{"tokenId":"453","lastBlockNum":14175998}]"
0x1e960c41c64d7bdbc5aa6a7dafb4db4808c6446d;"[{"tokenId":"459","lastBlockNum":14176000}]"
0xac08679e676984b1f975e7d8e0f4e4678a37216b;"[{"tokenId":"467","lastBlockNum":14184083},{"tokenId":"3283","lastBlockNum":14184158}]"
0xc17218f6ad9297c939136e8389dd8449cd1d2100;"[{"tokenId":"474","lastBlockNum":14177902},{"tokenId":"4734","lastBlockNum":14185002}]"
0x98be6908c2e88886c137d73b97ffe38a5877cf45;"[{"tokenId":"477","lastBlockNum":14192065}]"
0x6a8809bae69cfbdd83da0a3e9f48866da9443306;"[{"tokenId":"479","lastBlockNum":14176436},{"tokenId":"1721","lastBlockNum":14176433},{"tokenId":"2002","lastBlockNum":14176430},{"tokenId":"2189","lastBlockNum":14176501},{"tokenId":"2193","lastBlockNum":14176442},{"tokenId":"2257","lastBlockNum":14176491}]"
0x29df79e64c43ccaf0f3bcb24a896fcb4ed8c0058;"[{"tokenId":"480","lastBlockNum":14176002},{"tokenId":"481","lastBlockNum":14176002}]"
0xe93735deb30aaa0810dfda7fb2b0e2115982b1d1;"[{"tokenId":"483","lastBlockNum":14182769},{"tokenId":"830","lastBlockNum":14177767},{"tokenId":"909","lastBlockNum":14176040},{"tokenId":"910","lastBlockNum":14176040},{"tokenId":"1390","lastBlockNum":14178013},{"tokenId":"1849","lastBlockNum":14176347},{"tokenId":"2661","lastBlockNum":14197001},{"tokenId":"4531","lastBlockNum":14185038}]"
0xcc93215f0dce36f4e33e4911e68c7179ad18e8bf;"[{"tokenId":"487","lastBlockNum":14176002}]"
0x7d949e213e87a2aa02e8e165a5ec48d6b9888888;"[{"tokenId":"488","lastBlockNum":14176303},{"tokenId":"1426","lastBlockNum":14176303},{"tokenId":"1702","lastBlockNum":14176303}]"
0x7513fef310fad33e5b98d93be46f81c3c1984291;"[{"tokenId":"490","lastBlockNum":14176003},{"tokenId":"491","lastBlockNum":14176003}]"
0x73e9f9099497dd0593c95bbc534bdc30fd19fa86;"[{"tokenId":"494","lastBlockNum":14184524}]"
0x930c2a3f669323a326db2dbc7ed09d4a0264496d;"[{"tokenId":"504","lastBlockNum":14184420},{"tokenId":"2651","lastBlockNum":14184412},{"tokenId":"5290","lastBlockNum":14185220}]"
0x134ec83e967a8196ede5e33482bac9dfd7847abf;"[{"tokenId":"506","lastBlockNum":14182033},{"tokenId":"3256","lastBlockNum":14182221}]"
0x6f80ec563705a5f88098f9136d3fbeca2a3cd4db;"[{"tokenId":"514","lastBlockNum":14182674}]"
0x869a4e3a0da0bd2bf31678deee78d4f60af65110;"[{"tokenId":"518","lastBlockNum":14176006},{"tokenId":"519","lastBlockNum":14176006}]"
0xac15e05170878acf99620ec4b2ce51055667a742;"[{"tokenId":"525","lastBlockNum":14176006},{"tokenId":"709","lastBlockNum":14176111},{"tokenId":"754","lastBlockNum":14176114},{"tokenId":"789","lastBlockNum":14176123}]"
0xb66e39960aa3e1f0e3ca4a7fb1214641358e7694;"[{"tokenId":"526","lastBlockNum":14182640},{"tokenId":"990","lastBlockNum":14182572},{"tokenId":"2058","lastBlockNum":14182558},{"tokenId":"2685","lastBlockNum":14182562},{"tokenId":"3349","lastBlockNum":14182624},{"tokenId":"4537","lastBlockNum":14189521},{"tokenId":"4836","lastBlockNum":14189516}]"
0x27dd8740ee48f7b90eb3a07b22f2afdf73f8bab6;"[{"tokenId":"527","lastBlockNum":14176006},{"tokenId":"528","lastBlockNum":14176006}]"
0xeda97ab591c5a89dfdcb9ab160600ec75db64367;"[{"tokenId":"529","lastBlockNum":14176007},{"tokenId":"530","lastBlockNum":14176007}]"
0xcf6c9980cdbbc3abdcc2ef896323fcdbb6159df1;"[{"tokenId":"533","lastBlockNum":14177040},{"tokenId":"2818","lastBlockNum":14177040},{"tokenId":"2836","lastBlockNum":14176941},{"tokenId":"2837","lastBlockNum":14176941}]"
0x79ce2eca6242e4d88f5fd2f25b2a243b946240a1;"[{"tokenId":"535","lastBlockNum":14176007}]"
0xffce09ca00041e196e10458d5f981c0a1a76fe98;"[{"tokenId":"537","lastBlockNum":14176007},{"tokenId":"538","lastBlockNum":14176007}]"
0xf9243a2ae740e6420bccb3f1ecb51a0e6fe9205d;"[{"tokenId":"541","lastBlockNum":14176805}]"
0xa68c8df1b7698286c05c4335461c872aac3e51c1;"[{"tokenId":"547","lastBlockNum":14176007}]"
0x7cb1eba6f88863e3e9494b5cd002470f945656a4;"[{"tokenId":"550","lastBlockNum":14176007},{"tokenId":"4911","lastBlockNum":14185008}]"
0xa16b8c34c925df3adc995fb4969f2f1192cf37a4;"[{"tokenId":"554","lastBlockNum":14176007}]"
0xa9783ce490465dc6bf148ca434b82187f422c8f8;"[{"tokenId":"556","lastBlockNum":14176071}]"
0x850c7a7ba8d40aa5e3b976c9851c7825cbc640e7;"[{"tokenId":"563","lastBlockNum":14176008},{"tokenId":"564","lastBlockNum":14176008}]"
0xeceb7366f12749afb9cee0c640238810d1b83bb5;"[{"tokenId":"565","lastBlockNum":14176008},{"tokenId":"566","lastBlockNum":14176008}]"
0x5d34ab90858a6cf6b4b6d2e47a818c594a747d20;"[{"tokenId":"567","lastBlockNum":14176008}]"
0x242168a234c7f6b332817552b92e961f20f7eec2;"[{"tokenId":"571","lastBlockNum":14176008},{"tokenId":"572","lastBlockNum":14176008}]"
0xb1f432c89369440e6ad758af6a2f1269631896c3;"[{"tokenId":"573","lastBlockNum":14176008},{"tokenId":"574","lastBlockNum":14176008}]"
0x02b44339c53ac6a6c5c887ca049a7420d3c1cf5d;"[{"tokenId":"575","lastBlockNum":14176009},{"tokenId":"576","lastBlockNum":14176009}]"
0x16ecdcc9e58a9464f433b5683cd4d1e8e9713ca4;"[{"tokenId":"579","lastBlockNum":14176068},{"tokenId":"1550","lastBlockNum":14176276}]"
0x5852c445d06b85422f7b8534ecd7592859584c0c;"[{"tokenId":"581","lastBlockNum":14176009}]"
0x70511bfe07d9e9599a93d5a7b9f6e1c30fbec695;"[{"tokenId":"583","lastBlockNum":14176009},{"tokenId":"584","lastBlockNum":14176009}]"
0x214c951be663bf2f13f9e2d27b5c516b08648e29;"[{"tokenId":"586","lastBlockNum":14176009},{"tokenId":"4587","lastBlockNum":14194378}]"
0x848f45c11857fdad087b697a378325c9bc306357;"[{"tokenId":"591","lastBlockNum":14176010}]"
0x3303b6aed6f306a6d7cf5e8c8956befd8f1bd2e2;"[{"tokenId":"593","lastBlockNum":14176061}]"
0xb2f3270be2ff785d299b3173610f700d551b4fa2;"[{"tokenId":"597","lastBlockNum":14176010},{"tokenId":"598","lastBlockNum":14176010}]"
0xea40df332d2ef3545c0eb0704e5f4e5b90bc9e80;"[{"tokenId":"599","lastBlockNum":14176010}]"
0xae93e3851300845f5ac2d6560dba62f52038cf82;"[{"tokenId":"603","lastBlockNum":14176011},{"tokenId":"604","lastBlockNum":14176011}]"
0x51e347643a2f96d97f014e7a95f7bafb88fa3a87;"[{"tokenId":"607","lastBlockNum":14176011},{"tokenId":"608","lastBlockNum":14176011}]"
0x93f5242003420373844339653687c1a6aef501d2;"[{"tokenId":"609","lastBlockNum":14176011},{"tokenId":"610","lastBlockNum":14176011}]"
0xdf82bcb1b995bc03a6d544e9aa7178dddccabb54;"[{"tokenId":"613","lastBlockNum":14176011}]"
0x90ed723ae5266a38342f118f743da9efa54ca135;"[{"tokenId":"615","lastBlockNum":14176011},{"tokenId":"616","lastBlockNum":14176011}]"
0xd9faae28c0d3b09ac229226dc9736dbfb08ee029;"[{"tokenId":"617","lastBlockNum":14176011},{"tokenId":"618","lastBlockNum":14176011}]"
0xa2b88b3a2657760d700309d047ddf1df0b68c978;"[{"tokenId":"619","lastBlockNum":14176013},{"tokenId":"620","lastBlockNum":14176013}]"
0x033f8a02128344da4cae5b88b7f2be82301aa9c2;"[{"tokenId":"621","lastBlockNum":14176013},{"tokenId":"622","lastBlockNum":14176013}]"
0xb87186765f4951dce0342fabda15b8966513a464;"[{"tokenId":"629","lastBlockNum":14176013},{"tokenId":"630","lastBlockNum":14176013}]"
0x1318fba089731549275532137f30ad878cea9e49;"[{"tokenId":"634","lastBlockNum":14176125}]"
0xcd10fca7ced8eaf40320113deded77d741378d0e;"[{"tokenId":"637","lastBlockNum":14176125}]"
0x5f0974acbdb08f68e97afdc2bedaafacb463a766;"[{"tokenId":"639","lastBlockNum":14176015},{"tokenId":"640","lastBlockNum":14176015}]"
0xa7622038a9bc5a4205dae71cc59df86a16c4242d;"[{"tokenId":"641","lastBlockNum":14176015},{"tokenId":"642","lastBlockNum":14176015}]"
0x47e8d49cf46e50f35a91406a58c49cfa06098fe3;"[{"tokenId":"643","lastBlockNum":14176015},{"tokenId":"644","lastBlockNum":14176015}]"
0x5301f593a3ec2631fe055f5d46d42eb42e189005;"[{"tokenId":"647","lastBlockNum":14176015},{"tokenId":"648","lastBlockNum":14176015}]"
0xfc11aa47c1c5acea93729fbbb73ed5598554526a;"[{"tokenId":"650","lastBlockNum":14176015},{"tokenId":"4921","lastBlockNum":14186888}]"
0x172197cc2fc455fe470da0f426261878aaf04395;"[{"tokenId":"651","lastBlockNum":14176015},{"tokenId":"652","lastBlockNum":14176015}]"
0x61e2629580247547175937b644d678f9f5903403;"[{"tokenId":"663","lastBlockNum":14176015}]"
0x4856253cd6c8376b27ad1f2f4346a1e66904bac8;"[{"tokenId":"666","lastBlockNum":14176015}]"
0x08ebe368a4c9f259c597ffa17e6809f9bb88758d;"[{"tokenId":"667","lastBlockNum":14176015},{"tokenId":"668","lastBlockNum":14176015}]"
0x5d4b64b5567fa0a18e3d71d08bfbe3200e12e982;"[{"tokenId":"671","lastBlockNum":14176017}]"
0x4596c09af26c4474050839909476a12ed2c3866e;"[{"tokenId":"673","lastBlockNum":14176017},{"tokenId":"674","lastBlockNum":14176017}]"
0xec5074cb69d4ac394c947889308d452d6508cda9;"[{"tokenId":"675","lastBlockNum":14176018},{"tokenId":"676","lastBlockNum":14176018}]"
0xa811576c34770f1a7696c612c4437cfa6a73b2d5;"[{"tokenId":"677","lastBlockNum":14181943},{"tokenId":"2511","lastBlockNum":14176688},{"tokenId":"2512","lastBlockNum":14176685},{"tokenId":"5140","lastBlockNum":14196534},{"tokenId":"5292","lastBlockNum":14196649},{"tokenId":"5388","lastBlockNum":14196654},{"tokenId":"5409","lastBlockNum":14196658}]"
0xe18972cd3c4dfce70a7539cf69fd5c062fbcd3b4;"[{"tokenId":"679","lastBlockNum":14176019},{"tokenId":"680","lastBlockNum":14176019}]"
0x9fb7563a1969f034e8feb83e499c967d31538e86;"[{"tokenId":"682","lastBlockNum":14184710}]"
0x02a9be1bb0bb4345bae312084fff900b9ec63d6d;"[{"tokenId":"683","lastBlockNum":14176019}]"
0x80622eec1cd5d0b8829e02e272402d377a47cb71;"[{"tokenId":"684","lastBlockNum":14177101}]"
0x59b12b7ece14ddf563bf36e10f759b8045269204;"[{"tokenId":"689","lastBlockNum":14176020}]"
0x811df97556052472fec68418e18a4663527be3c2;"[{"tokenId":"690","lastBlockNum":14182140},{"tokenId":"3698","lastBlockNum":14182106}]"
0x2349f042a2e791aef25cf69051c590e4181af3bd;"[{"tokenId":"692","lastBlockNum":14176738}]"
0x7a6fc42b6727a117595667ebe493b03d7cf04cd8;"[{"tokenId":"695","lastBlockNum":14176020},{"tokenId":"696","lastBlockNum":14176020}]"
0x699afee5c93d1de7e734ffbfbff727050a6eb63c;"[{"tokenId":"697","lastBlockNum":14176020}]"
0x49e53fb3d5bf1532febad88a1979e33a94844d1d;"[{"tokenId":"700","lastBlockNum":14176021}]"
0x77bd8484127faa6e20188bc23d2bd5d7da794609;"[{"tokenId":"701","lastBlockNum":14176021},{"tokenId":"702","lastBlockNum":14176021}]"
0x69dfd8307f443acc743f566f421e459712568b2b;"[{"tokenId":"707","lastBlockNum":14184098},{"tokenId":"3780","lastBlockNum":14184087}]"
0x129cfe876fcc7f8bb8901268d69d4c678fdec8e6;"[{"tokenId":"710","lastBlockNum":14183037},{"tokenId":"2887","lastBlockNum":14177808}]"
0x3cb1cf92ad2e04da6bc6c1e05e52164617e11e81;"[{"tokenId":"711","lastBlockNum":14176022},{"tokenId":"712","lastBlockNum":14176022}]"
0x1a9bd5bceb68b7d0405000729d299f6228234c7f;"[{"tokenId":"715","lastBlockNum":14176022}]"
0x9f2bfede7710490bec05c8723b072651dbfded45;"[{"tokenId":"717","lastBlockNum":14176022},{"tokenId":"718","lastBlockNum":14176022}]"
0xf301894972ea6b9f2d541671c3fe6e32a3da6e72;"[{"tokenId":"721","lastBlockNum":14176022},{"tokenId":"722","lastBlockNum":14176022},{"tokenId":"1201","lastBlockNum":14176334},{"tokenId":"1202","lastBlockNum":14176336}]"
0x0888a60957b55e4c23e66852a0d17290e7ced7e1;"[{"tokenId":"723","lastBlockNum":14176022},{"tokenId":"972","lastBlockNum":14176064}]"
0x750171e835444eda9e5fcab10526226e1e9f4bc4;"[{"tokenId":"725","lastBlockNum":14183224}]"
0xc76f54e29b659f1777da028cb5306a502d09e2fc;"[{"tokenId":"729","lastBlockNum":14176023},{"tokenId":"730","lastBlockNum":14176023}]"
0x241c1406fd962353799dbdcc6c844ff85e13bcbc;"[{"tokenId":"731","lastBlockNum":14176023},{"tokenId":"732","lastBlockNum":14176023}]"
0x636fd488dd105d9e78c40fd414f57a04c3505a29;"[{"tokenId":"733","lastBlockNum":14176023}]"
0x8252d6686bb49dea26cc27b5279444f90582b18d;"[{"tokenId":"734","lastBlockNum":14184242}]"
0xd1975172cc1df00289b07f8a14e17495d5629bde;"[{"tokenId":"735","lastBlockNum":14176023},{"tokenId":"4976","lastBlockNum":14185013}]"
0x267749cf2e3fabe40b9761d5bf3745d98dbae084;"[{"tokenId":"738","lastBlockNum":14179723},{"tokenId":"914","lastBlockNum":14176605},{"tokenId":"1337","lastBlockNum":14179723},{"tokenId":"1338","lastBlockNum":14179723},{"tokenId":"1360","lastBlockNum":14176610},{"tokenId":"1427","lastBlockNum":14180205},{"tokenId":"1835","lastBlockNum":14179450},{"tokenId":"2008","lastBlockNum":14177160},{"tokenId":"2173","lastBlockNum":14179723},{"tokenId":"2174","lastBlockNum":14179723},{"tokenId":"3585","lastBlockNum":14179723},{"tokenId":"3597","lastBlockNum":14180205}]"
0x671bbcbc2f107f8ee0c9b932fa0e02585d78f7a2;"[{"tokenId":"739","lastBlockNum":14176024}]"
0xa949dacb5ec972fbc8a7169fc85b9987478c0654;"[{"tokenId":"741","lastBlockNum":14176024},{"tokenId":"742","lastBlockNum":14176024}]"
0x9790b74ec9273dd72059136898b4b47526815701;"[{"tokenId":"747","lastBlockNum":14176024},{"tokenId":"748","lastBlockNum":14176024}]"
0xf30a29a996344020a0389364640f94426e5d598a;"[{"tokenId":"749","lastBlockNum":14176024},{"tokenId":"750","lastBlockNum":14176024}]"
0x10249c66f4adf0960df8e43ba379104fb30afc39;"[{"tokenId":"752","lastBlockNum":14185088},{"tokenId":"4517","lastBlockNum":14185088}]"
0xffce05977d9bbb31a2afeb10980f7e35247d1121;"[{"tokenId":"759","lastBlockNum":14182276}]"
0x52c52bdf2fb1b4bc6f259cb14cd813cd58e560af;"[{"tokenId":"760","lastBlockNum":14176024}]"
0xbe9aeaaafb243042f6f70219db316972251dced6;"[{"tokenId":"761","lastBlockNum":14176024},{"tokenId":"762","lastBlockNum":14176024}]"
0xeb2bd9378eab10dbd0b138cdcf3906f76e4e97df;"[{"tokenId":"771","lastBlockNum":14176025}]"
0xbea13de405182189dc2b5a0337a6caad22d6c339;"[{"tokenId":"775","lastBlockNum":14179667},{"tokenId":"1295","lastBlockNum":14176137},{"tokenId":"2684","lastBlockNum":14176859}]"
0x54bbf603af39b028da873caa1218a220e07d65e6;"[{"tokenId":"783","lastBlockNum":14176027},{"tokenId":"784","lastBlockNum":14176027}]"
0x7206c7d6620ebd52ed29976351fc0ce09c3d5462;"[{"tokenId":"787","lastBlockNum":14176027},{"tokenId":"788","lastBlockNum":14176027},{"tokenId":"1275","lastBlockNum":14176489},{"tokenId":"1276","lastBlockNum":14176492}]"
0x916322d3c84f78bc6450130cd3dd7cf34c33a3e7;"[{"tokenId":"796","lastBlockNum":14176821}]"
0xb682ef20de74af004cc2c418dcdc5ceceaf06d1b;"[{"tokenId":"798","lastBlockNum":14176027}]"
0xc23485ae4315c409f0175a782841e0f10f12b0ac;"[{"tokenId":"803","lastBlockNum":14182215}]"
0x420498ff325f225f8d25cf86fba19cd046c1c73c;"[{"tokenId":"805","lastBlockNum":14176028},{"tokenId":"5165","lastBlockNum":14187420}]"
0xe34ee53f045293fd21aea306c33cb862f5ec8eb4;"[{"tokenId":"807","lastBlockNum":14176028},{"tokenId":"808","lastBlockNum":14176028}]"
0x892dae4ba73a7984dff8d888c93a119a4cf2c892;"[{"tokenId":"809","lastBlockNum":14176028},{"tokenId":"810","lastBlockNum":14176028}]"
0x3d91e3e0b781fce16a61924ba4b91be292f08b9e;"[{"tokenId":"813","lastBlockNum":14176028},{"tokenId":"814","lastBlockNum":14176028}]"
0x429f13e4ec5e57c9ae2388c5020e372f73fe168a;"[{"tokenId":"816","lastBlockNum":14182382},{"tokenId":"861","lastBlockNum":14179774},{"tokenId":"1052","lastBlockNum":14180118},{"tokenId":"1157","lastBlockNum":14182406},{"tokenId":"1192","lastBlockNum":14180135},{"tokenId":"1705","lastBlockNum":14180118},{"tokenId":"1790","lastBlockNum":14179774},{"tokenId":"1860","lastBlockNum":14180118},{"tokenId":"2019","lastBlockNum":14179424},{"tokenId":"2488","lastBlockNum":14180086},{"tokenId":"2690","lastBlockNum":14178146},{"tokenId":"4772","lastBlockNum":14191653}]"
0x1b1c3d075b740fb433efdd202aba80b4663c5f4b;"[{"tokenId":"817","lastBlockNum":14176921},{"tokenId":"1969","lastBlockNum":14176898}]"
0x484ec62385e780f2460feac34864a77ba5a18134;"[{"tokenId":"821","lastBlockNum":14177134},{"tokenId":"2675","lastBlockNum":14177134}]"
0x8f311136325bb3602af228e9449d277e72d82934;"[{"tokenId":"824","lastBlockNum":14176356}]"
0x7614dc1c9962026d76a5b6483ee74330204be8e5;"[{"tokenId":"825","lastBlockNum":14176032},{"tokenId":"826","lastBlockNum":14176032}]"
0xda31721fd25865b00d729e31bcbf377f1e15c495;"[{"tokenId":"831","lastBlockNum":14176032},{"tokenId":"832","lastBlockNum":14190278}]"
0x05d987577901933e6e6e11ddc8c3b3592addffc8;"[{"tokenId":"833","lastBlockNum":14176032}]"
0xd233683959812606ef15ac7d8b43f952c39662b6;"[{"tokenId":"838","lastBlockNum":14196626}]"
0xe99a6d034dbefedec203e1855439e12ce029a34a;"[{"tokenId":"843","lastBlockNum":14176033},{"tokenId":"844","lastBlockNum":14176033}]"
0xde9a9425b3ce28f66719ea606b1d1fdda210a94d;"[{"tokenId":"846","lastBlockNum":14176033}]"
0xfc15f3bc64219c8aa2d6fe0bbbe9a6de53cd81c5;"[{"tokenId":"848","lastBlockNum":14176872}]"
